segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-05709,HYB-MAS,311.5,52.0,2.58,38.6,143,11,144,225,0,41.3,Warning
SEG-05710,HYB-MAS,295.9,36.6,2.26,38.6,145,24,151,116,0,42.4,Warning
SEG-05711,MAS-SBC,103.9,40.3,1.43,46.5,147,14,124,103,0,38.6,Warning
SEG-05712,MAS-CBE,277.0,38.9,2.19,35.9,152,23,151,226,0,44.4,Warning
SEG-05713,MAS-SBC,34.8,45.5,0.94,54.6,154,9,196,53,0,37.3,Warning
SEG-05714,MAS-NZM,288.0,50.1,2.49,38.0,156,18,71,3,0,38.4,Warning
SEG-05715,MAS-NZM-2,236.4,49.2,2.62,36.0,158,39,53,318,0,54.7,Warning
SEG-05716,MAS-SBC,30.8,48.6,2.5,35.8,160,19,41,32,0,39.1,Warning
SEG-05717,MAS-SBC,239.1,41.7,1.08,52.2,165,5,160,258,0,41.8,Warning
SEG-05718,HYB-MAS,203.2,36.9,3.36,28.1,167,18,82,80,0,40.6,Warning
SEG-05719,MAS-NZM-2,208.1,38.5,2.64,32.5,169,33,34,124,0,46.9,Warning
SEG-05720,ERS-MAS,101.8,49.0,1.34,43.3,171,38,187,337,0,54.6,Warning
SEG-05721,MAS-NZM,93.3,37.1,1.55,51.9,173,13,57,309,0,48.2,Warning
SEG-05722,MAS-SBC,266.9,38.6,1.6,43.4,175,9,124,260,0,42.7,Warning
SEG-05723,MAS-NZM-2,89.9,42.5,1.86,44.6,178,26,74,312,0,52.0,Warning
SEG-05724,MAS-CBE,156.2,35.6,1.79,48.0,180,1,191,336,0,44.4,Warning
SEG-05725,MAS-NZM-2,243.2,38.4,1.54,50.3,183,12,136,210,0,45.3,Warning
SEG-05726,MAS-NZM,27.9,37.1,2.26,34.1,185,24,139,45,0,42.0,Warning
SEG-05727,MAS-NZM-2,208.1,53.3,1.34,50.1,188,1,85,309,0,43.6,Warning
SEG-05728,MAS-NZM-2,206.3,38.0,2.28,34.4,191,4,85,329,0,43.0,Warning
SEG-05729,MAS-NZM-2,239.5,51.5,1.48,46.4,194,7,190,272,0,44.5,Warning
SEG-05730,MAS-CBE,129.5,36.4,1.72,35.7,197,28,91,227,0,48.4,Warning
SEG-05731,MAS-SBC,157.1,51.5,3.64,25.3,200,37,185,349,0,57.6,High
SEG-05732,MAS-NZM,115.5,46.0,4.1,20.4,202,5,176,113,0,38.9,Warning
SEG-05733,MAS-CBE,282.9,51.0,1.42,44.5,204,39,94,30,0,49.8,Warning
SEG-05734,MAS-NZM-2,45.7,51.5,1.86,43.2,206,32,153,276,0,55.0,Warning
SEG-05735,MAS-NZM-2,337.0,46.1,1.17,56.2,208,31,28,362,1,84.5,Critical
SEG-05736,MAS-SBC,222.2,52.6,2.94,30.1,210,15,169,214,0,45.9,Warning
SEG-05737,MAS-NZM,310.4,46.0,1.58,36.6,212,3,193,87,0,36.3,Warning
SEG-05738,HYB-MAS,149.2,48.4,2.36,42.8,215,15,108,292,0,51.1,Warning
SEG-05739,MAS-CBE,116.3,42.5,0.66,48.8,0,18,50,22,0,24.8,Safe
SEG-05740,MAS-SBC,315.3,52.3,2.82,31.4,2,21,40,21,0,26.5,Safe
SEG-05741,MAS-NZM,34.6,50.6,2.14,38.3,5,10,57,176,0,27.2,Safe
SEG-05742,MAS-CBE,41.0,37.5,1.83,40.5,8,21,71,261,0,33.8,Warning
SEG-05743,MAS-NZM-2,104.8,45.7,1.43,47.0,11,26,166,168,0,34.3,Warning
SEG-05744,MAS-NZM,335.9,52.0,1.23,42.9,13,3,157,221,0,25.3,Safe
SEG-05745,MAS-NZM,221.6,49.9,1.83,42.6,16,1,193,82,0,22.7,Safe
SEG-05746,ERS-MAS,194.0,53.2,4.77,20.1,21,21,95,79,0,31.6,Warning
SEG-05747,MAS-NZM,246.9,38.6,2.72,31.6,23,11,102,301,0,31.9,Warning
SEG-05748,HYB-MAS,146.1,41.3,2.12,39.4,26,16,98,159,0,31.0,Warning
SEG-05749,MAS-NZM,265.3,44.2,2.37,34.0,28,35,57,143,0,36.7,Warning
SEG-05750,HYB-MAS,137.6,38.7,0.94,62.4,31,21,81,314,0,41.9,Warning
SEG-05751,MAS-NZM-2,289.2,41.9,4.73,21.8,36,11,91,45,0,28.6,Safe
SEG-05752,HYB-MAS,93.6,44.9,1.79,42.8,38,31,193,236,0,39.9,Warning
SEG-05753,MAS-CBE,97.1,38.0,3.7,25.0,43,1,182,170,0,26.8,Safe
SEG-05754,MAS-NZM-2,182.8,39.2,1.44,54.1,48,32,121,225,0,43.6,Warning
SEG-05755,MAS-NZM-2,150.8,36.4,3.25,27.7,50,3,190,294,0,31.1,Warning
SEG-05756,HYB-MAS,226.8,48.2,1.3,49.2,52,32,147,307,0,44.0,Warning
SEG-05757,MAS-SBC,127.5,41.1,1.15,52.3,54,5,177,280,0,33.9,Warning
SEG-05758,TVC-LTT,80.7,38.2,1.15,55.6,57,37,92,91,0,42.1,Warning
SEG-05759,MAS-NZM,164.4,43.9,1.94,40.8,59,12,82,147,0,31.7,Warning
SEG-05760,ERS-MAS,196.3,35.0,2.23,35.8,61,14,177,281,0,35.4,Warning
SEG-05761,TVC-LTT,49.9,52.2,2.06,35.6,63,9,132,70,0,27.4,Safe
SEG-05762,MAS-NZM,194.9,39.6,1.17,49.8,66,7,102,49,0,28.5,Safe
SEG-05763,MAS-NZM,111.7,51.4,0.97,52.3,68,16,176,17,0,31.4,Warning
SEG-05764,MAS-NZM-2,137.4,43.6,1.65,39.4,70,28,41,149,0,37.3,Warning
SEG-05765,MAS-NZM,97.8,50.6,2.45,37.9,75,7,182,43,0,28.8,Safe
SEG-05766,ERS-MAS,326.0,38.5,3.14,30.5,77,14,189,212,0,35.7,Warning
SEG-05767,MAS-NZM,239.2,37.1,1.43,42.6,79,32,171,204,0,41.4,Warning
SEG-05768,HYB-MAS,91.9,50.4,1.44,46.5,82,8,45,205,0,34.1,Warning
SEG-05769,TVC-LTT,225.8,37.8,1.47,45.9,85,27,178,338,0,45.0,Warning
SEG-05770,HYB-MAS,297.0,48.5,1.05,51.0,87,3,106,63,0,29.1,Safe
SEG-05771,ERS-MAS,140.6,40.3,1.4,42.9,89,27,149,24,0,35.4,Warning
SEG-05772,MAS-NZM,290.5,48.4,2.08,43.7,91,30,186,33,0,39.3,Warning
SEG-05773,MAS-CBE,54.0,51.6,3.13,29.9,93,34,116,209,0,44.2,Warning
SEG-05774,ERS-MAS,288.0,53.1,1.32,46.8,95,26,159,273,0,43.5,Warning
SEG-05775,MAS-NZM-2,189.1,40.5,2.53,34.3,100,37,92,176,0,44.7,Warning
SEG-05776,HYB-MAS,78.0,40.8,4.3,21.5,102,22,191,44,0,36.5,Warning
SEG-05777,HYB-MAS,142.5,53.1,0.91,49.2,104,32,62,153,0,42.7,Warning
SEG-05778,MAS-SBC,345.8,50.7,1.4,44.4,106,2,107,363,0,37.2,Warning
SEG-05779,MAS-NZM,274.2,34.5,1.87,41.4,108,8,116,355,0,39.8,Warning
SEG-05780,MAS-NZM-2,201.3,44.9,2.98,29.2,111,7,185,188,0,34.2,Warning
SEG-05781,MAS-CBE,40.3,37.2,2.03,42.4,113,19,59,285,0,43.2,Warning
SEG-05782,HYB-MAS,146.2,53.4,2.62,36.7,115,33,169,12,0,41.0,Warning
SEG-05783,HYB-MAS,92.1,36.3,1.67,39.8,118,2,38,356,0,37.2,Warning
SEG-05784,MAS-NZM-2,24.9,44.8,2.18,36.4,120,3,39,137,0,32.1,Warning
SEG-05785,ERS-MAS,189.8,47.0,1.34,41.8,125,28,138,86,0,39.8,Warning
SEG-05786,ERS-MAS,311.2,52.3,1.75,37.2,128,14,92,53,0,33.5,Warning
SEG-05787,MAS-NZM,236.5,50.5,2.05,36.7,130,15,190,61,0,35.0,Warning
SEG-05788,MAS-SBC,87.4,38.5,2.42,38.8,132,21,101,113,0,40.7,Warning
SEG-05789,HYB-MAS,200.8,45.1,1.6,43.3,134,14,124,304,0,42.5,Warning
SEG-05790,MAS-SBC,330.1,52.7,1.44,49.0,136,18,73,108,0,40.3,Warning
SEG-05791,ERS-MAS,253.0,48.3,2.3,34.5,139,39,101,335,0,52.2,Warning
SEG-05792,ERS-MAS,241.3,47.4,2.18,40.1,142,20,59,303,0,46.0,Warning
SEG-05793,TVC-LTT,338.9,48.7,2.65,31.6,145,1,119,67,0,31.2,Warning
SEG-05794,MAS-CBE,279.6,40.1,1.76,44.2,148,9,46,320,0,43.0,Warning
SEG-05795,MAS-NZM,47.8,48.3,1.89,40.8,150,9,160,122,0,37.0,Warning
SEG-05796,TVC-LTT,121.7,38.4,1.73,39.9,153,38,66,254,0,50.9,Warning
SEG-05797,MAS-CBE,337.8,42.1,1.34,55.1,156,39,131,300,0,56.8,High
SEG-05798,TVC-LTT,171.4,51.2,1.53,42.6,158,29,170,5,0,41.4,Warning
SEG-05799,TVC-LTT,39.1,33.7,2.51,39.0,160,15,138,350,0,47.5,Warning
SEG-05800,MAS-NZM,160.5,41.6,2.47,34.5,162,20,78,235,0,44.7,Warning
SEG-05801,MAS-NZM,243.9,38.7,1.75,44.7,164,38,96,335,0,55.7,High
SEG-05802,MAS-NZM-2,349.1,37.3,1.43,44.6,166,30,145,39,0,43.7,Warning
SEG-05803,MAS-SBC,113.4,50.0,1.87,38.0,168,26,26,200,0,45.9,Warning
SEG-05804,MAS-SBC,179.9,47.3,2.93,31.1,170,6,69,170,0,38.5,Warning
SEG-05805,MAS-NZM-2,307.9,35.6,1.15,46.5,172,39,123,358,0,56.1,High
SEG-05806,MAS-NZM-2,124.3,43.1,2.26,39.3,174,17,85,348,0,48.6,Warning
SEG-05807,ERS-MAS,38.2,42.6,1.58,45.4,177,6,150,21,0,35.8,Warning
SEG-05808,MAS-CBE,332.1,36.1,1.87,38.9,179,28,125,175,0,47.1,Warning
SEG-05809,TVC-LTT,171.0,49.2,3.29,25.7,182,9,186,74,0,37.2,Warning
SEG-05810,MAS-NZM-2,176.0,40.5,2.4,36.6,184,27,26,284,0,50.9,Warning
SEG-05811,HYB-MAS,217.4,48.4,4.0,21.9,189,35,27,149,0,50.4,Warning
SEG-05812,MAS-SBC,1.2,37.0,1.66,40.3,191,6,51,113,0,38.0,Warning
SEG-05813,MAS-NZM-2,325.9,39.6,1.9,36.3,193,4,38,284,0,41.4,Warning
SEG-05814,HYB-MAS,126.5,35.0,3.45,29.1,195,16,137,86,0,42.8,Warning
SEG-05815,HYB-MAS,138.9,36.0,1.36,47.5,197,23,159,102,0,46.1,Warning
SEG-05816,HYB-MAS,60.9,50.7,2.92,33.0,200,23,76,19,0,43.7,Warning
SEG-05817,ERS-MAS,132.4,35.3,2.41,35.6,202,29,157,63,0,46.7,Warning
SEG-05818,ERS-MAS,281.4,35.1,2.18,35.1,204,4,110,116,0,38.1,Warning
SEG-05819,HYB-MAS,280.0,52.0,2.16,36.9,206,24,40,180,0,48.1,Warning
SEG-05820,MAS-CBE,327.5,46.1,1.46,41.9,208,6,167,38,0,37.2,Warning
SEG-05821,ERS-MAS,141.1,35.2,3.23,27.6,210,6,140,302,0,45.0,Warning
SEG-05822,TVC-LTT,248.1,52.6,0.79,49.2,212,14,151,92,0,42.5,Warning
SEG-05823,HYB-MAS,177.5,36.1,1.72,50.2,214,14,166,173,0,48.0,Warning
SEG-05824,TVC-LTT,281.4,48.4,2.19,39.3,217,35,48,205,0,54.7,Warning
SEG-05825,TVC-LTT,249.4,33.7,2.49,37.2,219,6,90,9,0,38.7,Warning
SEG-05826,HYB-MAS,128.8,45.6,1.43,42.0,221,23,83,9,0,43.8,Warning
SEG-05827,MAS-SBC,117.8,44.1,1.89,41.2,223,20,158,21,0,44.2,Warning
SEG-05828,MAS-CBE,88.4,37.3,2.65,40.9,0,17,52,24,0,27.7,Safe
SEG-05829,HYB-MAS,201.8,46.0,1.96,39.1,2,20,44,95,0,28.3,Safe
SEG-05830,HYB-MAS,337.3,45.4,2.36,34.3,4,6,180,192,0,25.4,Safe
SEG-05831,ERS-MAS,70.0,49.1,1.57,42.4,7,28,45,349,0,38.6,Warning
SEG-05832,HYB-MAS,33.3,50.7,1.78,50.7,10,13,55,296,0,35.2,Warning
SEG-05833,MAS-SBC,41.8,43.4,2.95,32.1,12,29,30,180,0,35.3,Warning
SEG-05834,ERS-MAS,274.1,43.0,1.68,44.5,14,20,49,131,0,31.2,Warning
SEG-05835,MAS-NZM,122.5,45.6,1.55,49.8,16,17,76,21,0,28.7,Safe
SEG-05836,MAS-NZM,78.5,47.7,2.91,30.1,18,35,116,8,0,32.5,Warning
SEG-05837,TVC-LTT,123.5,40.2,2.22,39.7,20,39,157,201,0,40.7,Warning
SEG-05838,MAS-CBE,225.9,43.2,3.88,25.4,22,37,44,14,0,35.1,Warning
SEG-05839,TVC-LTT,191.4,45.0,1.79,36.5,25,23,115,332,0,36.3,Warning
SEG-05840,MAS-SBC,260.3,53.0,2.17,36.3,28,18,76,36,0,27.6,Safe
SEG-05841,MAS-NZM-2,118.7,44.9,2.4,30.9,31,36,142,164,0,37.0,Warning
SEG-05842,MAS-CBE,158.2,37.6,2.97,30.7,34,20,53,45,0,29.6,Safe
SEG-05843,MAS-NZM,35.7,45.0,1.09,50.6,37,7,105,144,0,28.8,Safe
SEG-05844,TVC-LTT,25.6,49.7,3.1,28.8,39,36,73,11,0,34.8,Warning
SEG-05845,MAS-NZM,161.8,50.4,1.71,37.1,41,1,70,323,0,29.0,Safe
SEG-05846,MAS-SBC,105.6,49.3,3.25,26.5,43,37,25,354,0,44.5,Warning
SEG-05847,MAS-SBC,214.5,51.0,2.95,33.3,46,35,73,346,0,45.2,Warning
SEG-05848,MAS-NZM-2,15.1,39.9,1.33,42.3,48,3,36,212,0,27.9,Safe
SEG-05849,MAS-NZM-2,42.6,43.4,6.72,15.9,50,35,173,113,0,44.5,Warning
SEG-05850,ERS-MAS,302.8,48.8,1.55,47.6,52,29,107,346,0,44.2,Warning
SEG-05851,MAS-CBE,198.2,38.4,2.28,35.3,55,9,156,345,0,34.8,Warning
SEG-05852,MAS-SBC,249.2,40.5,2.36,32.8,57,37,21,11,0,35.7,Warning
SEG-05853,TVC-LTT,294.7,49.7,3.67,22.3,59,25,39,336,0,40.6,Warning
SEG-05854,MAS-NZM,162.3,48.5,2.32,35.1,64,12,110,340,0,36.6,Warning
SEG-05855,HYB-MAS,266.4,52.5,1.44,53.3,66,38,25,362,0,50.7,Warning
SEG-05856,MAS-NZM-2,183.6,53.0,1.49,45.2,68,7,138,166,0,31.2,Warning
SEG-05857,HYB-MAS,78.0,37.9,2.5,35.9,71,7,98,258,0,33.8,Warning
SEG-05858,TVC-LTT,118.2,51.2,3.45,23.9,76,4,74,54,0,26.2,Safe
SEG-05859,MAS-NZM-2,171.6,35.0,1.05,44.5,78,31,67,93,0,37.5,Warning
SEG-05860,HYB-MAS,110.9,47.3,2.18,33.6,80,39,77,263,0,44.9,Warning
SEG-05861,MAS-CBE,117.4,37.6,2.32,33.1,82,10,189,296,0,35.4,Warning
SEG-05862,TVC-LTT,118.1,39.2,2.25,47.7,84,23,168,45,0,38.3,Warning
SEG-05863,MAS-NZM,43.0,52.2,1.76,40.6,86,26,25,217,0,40.4,Warning
SEG-05864,MAS-CBE,29.6,38.5,3.43,25.4,88,23,49,189,0,38.5,Warning
SEG-05865,TVC-LTT,16.3,46.7,1.85,36.5,91,29,170,107,0,37.8,Warning
SEG-05866,ERS-MAS,38.8,36.9,1.36,40.0,94,8,55,290,0,34.9,Warning
SEG-05867,MAS-NZM-2,120.3,35.2,1.69,45.1,97,19,129,8,0,34.3,Warning
SEG-05868,MAS-SBC,207.9,40.1,1.9,45.3,99,29,140,32,0,39.5,Warning
SEG-05869,MAS-NZM,65.9,45.8,3.28,27.9,101,6,22,168,0,33.0,Warning
SEG-05870,MAS-CBE,310.8,38.3,5.29,18.7,103,29,109,331,0,49.1,Warning
SEG-05871,MAS-CBE,282.9,39.4,5.16,16.8,105,24,181,37,0,38.3,Warning
SEG-05872,HYB-MAS,182.2,47.5,1.75,49.5,107,10,49,231,0,39.5,Warning
SEG-05873,MAS-NZM-2,253.5,35.4,1.96,42.6,109,14,134,183,0,38.1,Warning
SEG-05874,MAS-SBC,128.2,42.3,1.33,43.5,112,6,189,292,0,36.7,Warning
SEG-05875,TVC-LTT,12.9,52.2,2.86,33.8,115,4,168,246,0,36.2,Warning
SEG-05876,MAS-SBC,316.5,41.3,2.38,39.7,118,15,137,10,0,34.7,Warning
SEG-05877,MAS-NZM-2,44.7,42.0,1.5,52.1,121,37,107,70,0,46.4,Warning
SEG-05878,MAS-NZM-2,331.8,48.1,1.69,41.4,123,39,23,237,0,48.8,Warning
SEG-05879,ERS-MAS,200.2,48.8,2.12,45.8,125,28,196,118,0,44.4,Warning
SEG-05880,ERS-MAS,106.9,48.6,3.1,28.4,127,2,195,217,0,34.5,Warning
SEG-05881,MAS-SBC,173.4,53.3,1.55,49.6,129,13,70,191,0,40.7,Warning
SEG-05882,TVC-LTT,175.6,34.7,4.56,22.7,131,2,43,351,0,40.9,Warning
SEG-05883,MAS-SBC,8.2,52.9,1.75,36.9,133,32,65,239,0,45.7,Warning
SEG-05884,MAS-NZM-2,124.4,52.3,3.68,26.0,135,5,135,328,0,40.2,Warning
SEG-05885,MAS-NZM-2,259.0,50.2,1.57,43.0,137,3,46,317,0,38.8,Warning
SEG-05886,HYB-MAS,178.5,42.2,2.79,28.2,140,2,114,206,0,34.2,Warning
SEG-05887,ERS-MAS,85.5,50.7,1.9,41.9,142,14,130,222,0,41.3,Warning
SEG-05888,HYB-MAS,117.3,37.7,1.61,41.4,144,29,198,146,0,44.0,Warning
SEG-05889,MAS-NZM,302.1,49.2,1.97,38.6,149,38,118,189,0,49.1,Warning
SEG-05890,MAS-NZM-2,183.9,37.0,0.38,55.8,152,6,135,238,0,39.8,Warning
SEG-05891,HYB-MAS,184.9,49.6,2.71,32.6,155,34,39,292,0,51.0,Warning
SEG-05892,MAS-SBC,336.5,45.5,0.97,53.3,157,8,99,223,0,41.4,Warning
SEG-05893,ERS-MAS,112.3,35.2,1.77,44.5,159,2,114,246,0,39.3,Warning
SEG-05894,ERS-MAS,167.8,51.1,1.41,52.7,161,26,165,247,0,50.3,Warning
SEG-05895,TVC-LTT,284.1,44.6,2.5,37.9,164,17,155,38,0,39.6,Warning
SEG-05896,MAS-SBC,265.6,46.2,1.7,46.7,166,24,174,207,0,47.6,Warning
SEG-05897,TVC-LTT,93.0,38.6,0.62,55.7,169,31,33,187,0,49.8,Warning
SEG-05898,HYB-MAS,52.9,50.3,2.03,40.2,171,16,165,360,0,48.0,Warning
SEG-05899,MAS-CBE,245.2,43.8,0.77,57.2,174,21,84,92,0,44.8,Warning
SEG-05900,MAS-NZM,90.2,41.2,3.02,27.7,176,38,178,6,0,45.6,Warning
SEG-05901,MAS-SBC,322.9,43.4,1.85,41.0,181,26,39,133,0,46.0,Warning
SEG-05902,MAS-SBC,45.2,46.9,1.72,45.8,184,17,89,92,0,43.0,Warning
SEG-05903,MAS-SBC,111.4,46.7,2.5,35.4,186,4,64,1,0,34.6,Warning
SEG-05904,TVC-LTT,19.2,39.9,4.23,21.9,188,4,20,270,0,42.7,Warning
SEG-05905,HYB-MAS,246.2,40.4,0.94,59.0,190,19,166,83,0,46.2,Warning
SEG-05906,MAS-SBC,311.9,43.9,2.41,31.1,193,38,58,287,0,54.0,Warning
SEG-05907,MAS-CBE,222.6,51.0,2.12,35.6,198,25,138,179,0,47.2,Warning
SEG-05908,MAS-SBC,328.2,47.6,1.46,46.4,200,8,174,335,0,47.0,Warning
SEG-05909,ERS-MAS,45.0,40.5,2.08,36.3,205,18,75,147,0,44.4,Warning
SEG-05910,MAS-NZM,30.7,39.3,1.14,65.3,208,18,163,102,1,75.5,Critical
SEG-05911,ERS-MAS,293.4,43.1,1.69,43.4,0,7,26,288,0,29.2,Safe
SEG-05912,ERS-MAS,299.4,50.0,0.7,64.0,3,17,39,313,0,38.0,Warning
SEG-05913,MAS-NZM,290.9,32.7,2.86,29.8,6,3,178,31,0,20.0,Safe
SEG-05914,MAS-CBE,279.6,46.8,1.81,52.3,9,22,103,314,0,39.6,Warning
SEG-05915,HYB-MAS,126.8,38.4,2.47,36.0,14,15,98,154,0,29.4,Safe
SEG-05916,ERS-MAS,76.1,36.6,2.12,38.7,16,31,172,48,0,32.5,Warning
SEG-05917,HYB-MAS,325.1,32.7,2.25,41.9,19,36,129,41,0,36.0,Warning
SEG-05918,ERS-MAS,107.5,50.4,1.01,52.6,21,26,20,153,0,35.4,Warning
SEG-05919,MAS-NZM-2,139.4,50.7,2.17,42.0,23,14,164,182,0,31.7,Warning
SEG-05920,MAS-NZM,244.8,33.7,1.43,50.6,25,17,99,232,0,35.1,Warning
SEG-05921,ERS-MAS,102.7,42.8,3.47,25.9,27,9,46,121,0,26.8,Safe
SEG-05922,MAS-NZM-2,286.7,35.4,0.98,57.1,29,7,138,185,0,31.2,Warning
SEG-05923,TVC-LTT,24.5,47.5,1.55,43.3,31,27,142,317,0,39.5,Warning
SEG-05924,MAS-NZM-2,276.9,45.6,2.15,35.0,33,28,43,120,0,33.6,Warning
SEG-05925,MAS-SBC,210.6,38.1,1.17,48.8,36,12,71,352,0,36.0,Warning
SEG-05926,ERS-MAS,200.5,34.4,2.63,31.3,38,17,70,226,0,32.9,Warning
SEG-05927,MAS-NZM-2,160.4,48.7,1.58,51.1,41,9,76,112,0,30.7,Warning
SEG-05928,HYB-MAS,97.0,45.5,2.8,30.5,43,8,74,195,0,29.3,Safe
SEG-05929,TVC-LTT,162.4,32.2,2.22,38.7,45,27,72,297,0,40.5,Warning
SEG-05930,MAS-CBE,157.5,44.7,1.76,45.2,48,12,108,26,0,28.5,Safe
SEG-05931,ERS-MAS,204.3,48.4,1.83,51.6,50,37,38,194,0,45.0,Warning
SEG-05932,MAS-SBC,98.6,44.0,0.98,54.4,52,20,128,19,0,32.4,Warning
SEG-05933,MAS-CBE,27.2,40.8,2.02,36.6,54,1,160,343,0,31.4,Warning
SEG-05934,MAS-NZM-2,50.8,44.0,1.19,47.4,56,9,48,25,0,27.0,Safe
SEG-05935,MAS-CBE,244.7,44.8,1.66,51.2,58,24,153,47,0,36.1,Warning
SEG-05936,MAS-CBE,7.9,45.2,2.78,34.5,63,34,139,199,0,42.1,Warning
SEG-05937,TVC-LTT,299.8,51.7,2.21,37.3,65,36,148,264,0,44.0,Warning
SEG-05938,MAS-CBE,243.0,36.0,1.71,41.3,68,4,171,3,0,25.0,Safe
SEG-05939,MAS-CBE,268.8,44.8,3.11,33.1,71,29,93,239,0,42.4,Warning
SEG-05940,ERS-MAS,292.6,36.1,1.4,60.9,73,23,118,289,0,46.1,Warning
SEG-05941,TVC-LTT,42.9,36.6,1.51,52.8,75,35,25,22,0,41.0,Warning
SEG-05942,MAS-SBC,287.9,45.8,1.57,48.5,78,16,195,355,1,67.0,High
SEG-05943,MAS-NZM-2,176.6,50.9,1.64,43.4,80,8,167,354,0,37.5,Warning
SEG-05944,TVC-LTT,309.9,35.7,2.17,41.3,82,27,95,30,0,36.8,Warning
SEG-05945,TVC-LTT,310.3,51.8,1.84,38.0,84,39,86,47,0,39.8,Warning
SEG-05946,MAS-NZM,8.5,39.0,1.44,44.5,87,12,37,315,0,38.3,Warning
SEG-05947,TVC-LTT,134.0,40.4,1.91,46.4,90,4,40,270,0,36.4,Warning
SEG-05948,MAS-NZM,184.2,35.6,1.73,45.2,92,25,184,329,0,45.1,Warning
SEG-05949,MAS-NZM-2,237.4,44.9,5.5,18.5,95,6,38,361,0,41.2,Warning
SEG-05950,MAS-CBE,100.2,44.5,1.97,44.0,97,3,75,270,0,35.9,Warning
SEG-05951,ERS-MAS,88.2,41.4,3.03,28.9,100,39,37,152,0,44.4,Warning
SEG-05952,ERS-MAS,133.4,42.1,2.81,29.4,102,24,177,226,0,40.5,Warning
SEG-05953,MAS-NZM-2,175.3,45.0,2.3,33.8,104,21,125,248,0,40.1,Warning
SEG-05954,MAS-NZM-2,332.9,44.2,1.85,38.9,106,6,189,305,0,36.6,Warning
SEG-05955,HYB-MAS,266.7,40.1,3.28,25.7,109,33,72,171,0,43.0,Warning
SEG-05956,MAS-CBE,150.3,50.2,2.82,31.6,111,8,105,237,0,36.3,Warning
SEG-05957,MAS-NZM-2,19.0,45.9,2.14,37.1,113,33,69,236,0,45.6,Warning
SEG-05958,TVC-LTT,59.0,36.7,2.73,37.2,115,3,146,259,0,37.0,Warning
SEG-05959,ERS-MAS,159.6,38.8,2.12,38.5,117,2,23,279,0,35.9,Warning
SEG-05960,MAS-SBC,284.8,48.2,1.22,51.2,119,38,82,148,0,47.6,Warning
SEG-05961,ERS-MAS,133.2,34.4,2.55,33.5,121,39,132,109,0,45.0,Warning
SEG-05962,MAS-NZM,188.5,47.2,2.16,32.3,123,39,75,143,0,44.5,Warning
SEG-05963,ERS-MAS,312.1,39.5,3.26,26.3,125,24,196,299,0,44.6,Warning
SEG-05964,HYB-MAS,319.8,43.3,2.84,36.3,127,21,169,71,0,39.5,Warning
SEG-05965,MAS-CBE,75.5,38.0,2.69,30.5,132,18,159,311,0,42.9,Warning
SEG-05966,MAS-NZM-2,15.3,52.1,1.62,46.5,137,35,196,126,0,46.9,Warning
SEG-05967,MAS-CBE,106.9,50.4,1.33,49.3,142,11,32,82,0,37.2,Warning
SEG-05968,MAS-NZM-2,243.5,50.8,1.29,52.5,144,11,124,41,0,37.2,Warning
SEG-05969,ERS-MAS,332.9,35.9,1.05,56.0,146,3,52,259,0,40.8,Warning
SEG-05970,MAS-SBC,27.0,49.1,1.88,35.9,148,23,194,356,0,46.7,Warning
SEG-05971,MAS-SBC,10.0,43.0,2.05,37.6,151,1,83,144,0,34.0,Warning
SEG-05972,HYB-MAS,309.5,46.5,1.98,33.0,153,23,102,171,0,41.4,Warning
SEG-05973,MAS-NZM,261.9,36.7,1.61,46.6,155,22,124,279,0,47.7,Warning
SEG-05974,ERS-MAS,347.3,46.6,1.08,51.8,157,30,164,143,0,47.3,Warning
SEG-05975,MAS-NZM-2,138.9,50.6,1.86,39.4,159,2,53,127,0,34.6,Warning
SEG-05976,ERS-MAS,145.6,37.7,2.83,28.6,161,17,87,58,0,37.7,Warning
SEG-05977,HYB-MAS,60.3,37.0,1.22,51.5,166,20,58,168,0,45.3,Warning
SEG-05978,TVC-LTT,40.5,34.5,3.39,30.6,171,9,148,118,0,39.5,Warning
SEG-05979,TVC-LTT,202.6,37.7,1.63,46.3,173,11,152,166,0,41.8,Warning
SEG-05980,HYB-MAS,127.5,43.2,1.94,45.3,175,17,59,82,0,42.5,Warning
SEG-05981,MAS-NZM-2,28.1,49.1,2.83,32.0,180,14,82,358,0,47.5,Warning
SEG-05982,MAS-CBE,310.4,38.1,1.04,46.5,183,18,148,134,0,42.7,Warning
SEG-05983,HYB-MAS,69.4,45.0,1.85,37.1,186,18,182,364,0,48.4,Warning
SEG-05984,MAS-NZM-2,262.0,42.2,1.73,45.2,188,8,164,46,0,38.5,Warning
SEG-05985,MAS-SBC,98.8,38.3,1.04,52.0,193,29,113,262,0,53.0,Warning
SEG-05986,HYB-MAS,284.5,42.8,0.85,42.4,198,8,118,123,0,37.8,Warning
SEG-05987,MAS-NZM-2,41.4,35.8,1.58,52.5,200,26,79,222,0,53.1,Warning
SEG-05988,HYB-MAS,264.6,45.3,2.56,39.5,202,28,148,92,0,48.9,Warning
SEG-05989,HYB-MAS,34.3,34.9,0.75,58.2,204,8,151,19,0,40.6,Warning
SEG-05990,MAS-CBE,156.4,47.2,1.97,46.1,209,20,156,270,0,51.9,Warning
